gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
GPR107	622734	222	29	239922	64476	0	0	0	0	50	1	3223692	1	1
GPR108	736129	272	27	215244	60480	0	0	0	0	50	0	3720060	1	1
GPR109A	966471	227	38	137376	39852	0	0	0	0	50	2	2955582	1	1
GPR109B	1004283	227	40	145908	42660	0	0	0	0	50	0	3142746	1	1
GPR110	203250	291	-5	358668	100926	0	0	0	0	50	2	3361176	1	1
GPR111	176427	691	7	246888	70794	0	0	0	0	50	1	3838644	1	1
GPR113	644558	346	30	436536	138564	0	0	0	0	50	1	3170016	1	1
GPR114	749405	135	43	202284	61938	0	0	0	0	50	1	2867724	1	1
GPR115	176427	691	7	270054	74034	0	0	0	0	50	1	3838644	1	1
GPR116	168285	392	0	525852	141750	0	0	0	0	50	1	3781026	1	1
GPR119	301748	NaN	37	123714	40230	0	0	0	0	50	3	2869452	1	1
GPR12	173793	619	18	122958	40500	0	0	0	0	50	2	2168964	1	1
GPR120	450249	305	20	139104	46548	0	0	0	0	50	2	3252744	1	1
GPR123	296872	499	-10	208116	67770	0	0	0	0	50	3	3771630	1	1
GPR124	655980	379	26	494424	164592	0	0	0	0	50	2	3473280	1	1
GPR125	101844	818	16	508086	146070	0	0	0	0	50	0	2849526	1	1
GPR126	177409	421	-26	503496	128142	0	0	0	0	50	1	3888324	1	1
GPR128	342000	509	12	311904	85644	0	0	0	0	50	2	3304908	1	1
GPR132	857767	198	43	140886	44928	0	0	0	0	50	0	3050568	1	1
GPR133	218974	468	0	343602	97200	0	0	1	0	50	3	3417606	1	1
GPR135	168237	606	12	174906	65664	0	0	0	0	50	0	2845260	1	1
GPR137	1613996	257	65	207792	63720	0	0	1	0	19	2	977832	1	1
GPR137B	483624	632	8	153414	45198	0	0	0	0	50	4	3340494	1	1
GPR137C	356488	313	14	163080	49788	0	0	0	0	50	1	3455838	1	1
GPR139	254650	827	-17	134784	38232	0	0	0	0	50	2	2903580	1	1
GPR141	103891	630	6	115992	32724	0	0	0	0	50	0	3380076	1	1
GPR142	362227	433	-8	170802	56160	0	0	0	0	50	1	3852252	1	1
GPR143	125267	NaN	2	154440	47574	0	0	0	0	50	1	2931768	1	1
GPR144	NaN	NaN	NaN	359910	120744	0	0	0	0	50	6	6134400	1	1
GPR146	765060	346	34	120474	42174	0	0	0	0	50	0	3164292	1	1
GPR148	626077	372	11	126036	43416	0	0	0	0	50	4	3400434	1	1
GPR149	95537	925	-8	276426	81918	0	0	0	0	50	3	3783780	1	1
GPR151	377370	463	14	157464	46656	0	0	0	0	50	3	2809728	1	1
GPR152	1392213	215	53	169560	59994	0	0	0	0	50	1	2344356	1	1
GPR153	643428	205	30	221292	77760	0	0	0	0	50	1	2394252	1	1
GPR156	429121	146	19	308718	92556	0	0	0	0	7	0	673596	1	1
GPR157	890298	264	31	122094	43470	0	0	0	0	50	2	2811618	1	1
GPR158	43942	814	-21	463644	134136	0	0	0	0	50	0	3041928	1	1
GPR160	396829	426	27	130950	34452	0	0	0	0	50	0	3471714	1	1
GPR161	476316	391	10	200718	60102	0	0	0	0	50	1	3842802	1	1
GPR162	2822601	232	32	216810	74142	0	0	0	0	50	2	3134160	1	1
GPR17	NaN	NaN	NaN	135702	44280	0	0	0	0	50	6	6057936	1	1
GPR171	NaN	NaN	NaN	122580	33588	0	0	0	0	50	6	6047244	1	1
GPR172A	2525749	200	28	158166	60534	0	0	0	0	50	0	3971322	1	1
GPR172B	1399774	343	26	159894	60264	0	0	0	0	50	4	3187728	1	1
GPR173	878367	NaN	63	138726	43686	0	0	0	0	50	3	3146634	1	1
GPR174	14321	NaN	62	126846	35802	0	0	0	0	50	0	3669138	1	1
GPR176	731008	387	17	192564	59508	0	0	0	0	50	2	3422142	1	1
GPR18	NaN	NaN	NaN	126198	35802	0	0	0	0	50	6	6049458	1	1
GPR180	149137	803	14	173880	45954	0	0	0	0	50	0	2643246	1	1
GPR182	2103486	286	26	149094	48384	0	0	0	0	50	1	3701322	1	1
GPR183	NaN	NaN	NaN	138240	38340	0	0	0	0	50	6	6051996	1	1
GPR19	791330	136	44	158004	44820	0	0	0	0	50	0	3080916	1	1
GPR21	NaN	NaN	NaN	132516	37422	0	0	0	0	50	6	6051078	1	1
GPR22	500763	753	12	164376	47196	0	0	0	0	50	1	3318300	1	1
GPR25	545933	437	12	125820	50112	0	0	0	0	50	3	3319974	1	1
GPR26	208204	808	17	123606	42282	0	0	0	0	50	1	3187188	1	1
GPR27	86859	605	6	132300	50274	0	0	0	0	50	0	3145878	1	1
GPR3	847257	188	26	118638	42876	0	0	0	0	50	1	2810214	1	1
GPR31	149346	696	40	115182	40176	0	0	0	0	50	2	3238596	1	1
GPR32	652250	593	27	130734	42606	0	0	0	0	50	1	3407940	1	1
GPR34	531498	NaN	45	146178	40770	0	0	0	0	50	2	3789720	1	1
GPR35	837485	485	35	111672	38988	0	0	0	0	50	0	2880144	1	1
GPR37	34802	462	-24	226368	72684	0	0	0	0	50	2	2604960	1	1
GPR37L1	704755	156	27	177444	57780	0	0	0	0	50	1	2851632	1	1
GPR39	46530	849	3	169884	51408	0	0	0	0	50	1	3232386	1	1
GPR44	794900	522	47	141264	51840	0	0	0	0	50	1	3323970	1	1
GPR45	184828	497	0	136404	44874	0	0	0	0	50	1	3099006	1	1
GPR50	215822	NaN	-7	230688	70632	0	0	0	0	50	2	4274370	1	1
GPR52	NaN	NaN	NaN	136728	39528	0	0	0	0	50	6	6053184	1	1
GPR55	1020678	519	45	120744	34776	0	0	0	0	50	1	4132512	1	1
GPR6	209151	624	13	128466	48276	0	0	0	0	50	3	3687012	1	1
GPR61	1056159	272	37	164214	55458	0	0	0	0	50	0	2726838	1	1
GPR62	1013177	370	39	124632	54702	0	0	0	0	50	2	2997648	1	1
GPR63	130400	1336	-5	157248	46872	0	0	0	0	50	0	3054618	1	1
GPR64	197855	NaN	25	399924	112158	0	0	0	0	50	3	2935926	1	1
GPR65	115758	976	-36	129816	34452	0	0	0	0	50	2	3704670	1	1
GPR68	251273	462	42	134784	43092	0	0	1	0	21	2	1318086	1	1
GPR75	NaN	NaN	NaN	201960	60966	0	0	0	0	50	6	6074622	1	1
GPR77	1132395	232	41	121068	43848	0	0	0	0	50	0	2575638	1	1
GPR81	1042095	227	42	130572	38070	0	0	0	0	50	1	3120822	1	1
GPR82	531498	NaN	45	128844	35586	0	0	0	0	50	2	3789720	1	1
GPR83	299664	704	-13	160542	47466	0	0	0	0	50	2	2865672	1	1
GPR84	664708	190	45	146178	47412	0	0	0	0	50	1	3383802	1	1
GPR85	110068	954	-8	138348	41958	0	0	0	0	50	0	3249720	1	1
GPR87	NaN	NaN	NaN	138456	37638	0	0	0	0	50	6	6051294	1	1
GPR88	348181	846	-6	134082	53676	0	0	0	0	50	0	3244104	1	1
GPR89A	NaN	NaN	NaN	183330	47358	0	0	0	0	50	6	6061014	1	1
GPR89B	NaN	NaN	NaN	183816	47520	0	0	0	0	50	6	6061176	1	1
GPR89C	NaN	NaN	NaN	253908	68472	0	0	0	0	50	6	6082128	1	1
GPR97	712945	168	34	210924	63666	0	0	0	0	50	2	3238866	1	1
GPRASP1	123687	NaN	23	536814	141642	0	0	0	0	50	0	2409966	1	1
GPRASP2	123687	NaN	23	318708	89046	0	0	0	0	50	0	2409966	1	1
GPRC5A	719556	169	17	134892	41040	0	0	0	0	50	3	3138804	1	1
GPRC5B	258899	641	9	150012	48114	0	0	0	0	50	0	3329154	1	1
GPRC5C	491117	504	7	182520	57402	0	0	1	0	50	1	2762100	1	1
GPRC5D	710389	169	14	130410	38718	0	0	0	0	50	2	3337038	1	1
GPRC6A	232554	730	-15	358560	95850	0	0	0	0	50	1	3220722	1	1
GPRIN1	579630	359	40	363690	127332	0	0	0	0	50	0	3269484	1	1
GPRIN2	NaN	NaN	NaN	166698	57024	0	0	0	0	50	6	6070680	1	1
GPRIN3	108672	672	-1	288468	89154	0	0	0	0	50	0	2991708	1	1
GPS1	3850694	197	34	212706	59616	0	0	0	0	16	1	974160	1	1
GPS2	1911735	206	36	131490	34722	0	0	0	0	50	2	3348000	1	1
GPSM1	1194160	258	28	279612	84078	0	0	0	0	50	1	2553174	1	1
GPSM2	817825	236	19	270594	70740	0	0	0	0	50	1	2761398	1	1
GPSM3	2119974	392	28	61128	19710	0	0	0	0	50	0	3606174	1	1
GPT	1755818	291	7	189486	58536	0	0	0	0	24	2	1643490	1	1
GPT2	482346	362	12	203418	58374	0	0	0	0	50	1	3669678	1	1
GPX1	1661046	201	34	79974	27108	0	0	0	0	50	1	3128922	1	1
GPX2	521616	387	35	73062	20736	0	0	0	0	50	0	3207546	1	1
GPX3	923608	382	22	87858	25056	0	0	0	0	50	0	3563730	1	1
GPX4	2398425	234	17	116586	30348	0	0	0	0	50	0	4097358	1	1
GPX6	255783	592	26	87912	22896	0	0	0	0	50	1	3839400	1	1
GPX7	647361	355	12	71874	21114	0	0	0	0	42	4	2434320	1	1
GPX8	222731	430	2	81054	22626	0	0	0	0	50	2	3357126	1	1
GRAMD1A	821282	419	-46	282150	82512	0	0	0	0	50	0	2968380	1	1
GRAMD1B	684637	439	15	296514	74952	0	0	0	0	50	2	3028590	1	1
GRAMD1C	442573	363	36	266598	66960	0	0	0	0	50	0	3029184	1	1
GRAMD2	1132082	352	26	142614	37368	0	0	0	0	50	0	3158892	1	1
GRAMD3	234274	201	10	207792	45738	0	0	0	0	50	1	2748060	1	1
GRAP	652784	198	21	85374	23490	0	0	0	0	50	2	3566970	1	1
GRAP2	842645	411	34	130410	34992	0	0	0	0	50	2	3344436	1	1
GRAPL	NaN	NaN	NaN	47142	12636	0	0	0	0	50	6	6026292	1	1
GRASP	468067	234	41	146988	50328	0	0	0	0	50	0	2447712	1	1
GRB14	71885	630	-5	215406	55944	0	0	0	0	50	2	3300318	1	1
GRB2	1869080	157	24	87156	21384	0	0	0	0	50	0	3559302	1	1
GRB7	1448852	226	36	207468	60642	0	0	0	0	50	0	4256010	1	1
GREB1	219132	360	21	763884	220752	0	0	1	0	50	2	3214566	1	1
GREB1L	NaN	NaN	NaN	747036	208440	0	0	0	0	50	6	6222096	1	1
GREM1	244472	383	5	69768	20628	0	0	0	0	50	0	2654640	1	1
GREM2	47375	688	-30	64260	18360	0	0	0	0	50	0	2999214	1	1
GRHL1	913916	234	40	246348	64206	0	0	0	0	50	2	4077162	1	1
GRHL2	424003	399	36	252450	61506	0	0	0	0	50	2	3236436	1	1
GRHL3	893155	198	22	243972	64638	0	0	0	0	50	0	2460294	1	1
GRHPR	534559	337	36	127062	38340	0	0	0	0	50	2	3195990	1	1
GRIA2	44831	925	-34	362394	96228	0	0	0	0	50	2	3029616	1	1
GRIA3	226353	NaN	-6	366714	97254	0	0	0	0	50	1	3413772	1	1
GRIA4	86500	920	-22	388098	104382	0	0	0	0	50	2	3183840	1	1
GRID1	89265	965	-18	390042	110862	0	0	0	0	50	1	3334986	1	1
GRID2	4518	1143	-17	390096	109350	0	0	0	0	50	2	2891052	1	1
GRIK1	71816	904	-14	380484	102438	0	0	0	0	50	7	3603690	1	1
GRIK2	10349	1062	-25	377838	102330	0	0	0	0	50	5	4613220	1	1
GRIK4	298412	678	31	370818	105948	0	0	0	0	50	1	2711880	1	1
GRIK5	886688	438	31	372330	116424	0	0	0	0	50	0	3432132	1	1
GRIN2A	109137	922	-9	568134	151632	0	0	0	0	9	0	934848	1	1
GRIN2C	1027517	320	20	458136	149364	0	0	0	0	50	0	3014712	1	1
GRIN2D	1448469	209	38	489564	167994	0	0	0	0	50	0	4438962	1	1
GRIN3A	111816	1063	-27	424494	123066	0	0	0	0	50	6	4649130	1	1
GRIN3B	2387949	206	26	377082	135810	0	0	0	0	50	0	4914324	1	1
GRINA	2580629	247	28	141858	42822	0	0	0	0	50	0	4281984	1	1
GRINL1A	168063	487	12	143478	37800	0	0	0	0	50	2	3360798	1	1
GRIP2	501828	342	52	434538	135864	0	0	0	0	50	2	2772954	1	1
GRIPAP1	834590	NaN	41	344520	89640	0	0	0	0	50	0	3293568	1	1
GRK1	785061	NaN	36	125982	35208	0	0	0	0	50	2	3541644	1	1
GRK4	675364	336	51	234306	56808	0	0	0	0	50	1	2560842	1	1
GRK5	831479	338	30	236844	60102	0	0	0	0	50	0	3033180	1	1
GRK6	1038665	261	59	236088	61830	0	0	0	0	50	3	3549960	1	1
GRK7	426724	406	30	211896	59292	0	0	0	0	50	1	3348486	1	1
GRLF1	1201856	207	29	574074	158166	0	0	0	0	50	2	3067794	1	1
GRM1	92600	941	-13	460026	136134	0	0	0	0	50	1	3687822	1	1
GRM2	759916	456	37	322542	104328	0	0	0	0	50	0	2914596	1	1
GRM5	158962	944	-23	460080	134622	0	0	0	0	50	2	3722436	1	1
GRM8	60921	1082	-8	356508	99522	0	0	0	0	50	1	3597372	1	1
GRN	1062294	172	38	233010	63450	0	0	0	0	50	6	3606390	1	1
GRP	280782	512	53	59022	15012	0	0	0	0	50	0	2558520	1	1
GRPEL1	459652	426	70	84888	23328	0	0	0	0	50	2	2931228	1	1
GRPEL2	422727	380	28	86292	25488	0	0	0	0	50	1	2933820	1	1
GRPR	217879	NaN	19	145044	43362	0	0	0	0	50	5	3141936	1	1
GRRP1	NaN	NaN	NaN	97254	35586	0	0	0	0	50	6	6049242	1	1
GRSF1	263233	553	29	186678	53244	0	0	0	0	50	1	3431700	1	1
GRTP1	812721	237	53	131112	37530	0	0	0	0	50	3	2965518	1	1
GRWD1	1418188	209	41	169938	51192	0	0	0	0	50	0	4941000	1	1
GRXCR1	32225	966	18	112104	31266	0	0	0	0	50	2	3108510	1	1
GRXCR2	394778	568	-4	97146	25164	0	0	0	0	50	2	2477304	1	1
GSC	195536	892	8	96282	30402	0	0	0	0	50	0	3150522	1	1
GSC2	487560	277	18	74682	26568	0	0	1	0	4	1	190458	1	1
GSDMA	1652518	216	28	173178	50706	0	0	0	0	50	0	3442662	1	1
GSDMB	1602321	292	18	165456	44334	0	0	0	0	4	0	186516	1	1
GSDMD	2183482	235	37	184950	57240	0	0	0	0	50	2	2978640	1	1
GSG1	692979	203	5	169938	32238	0	0	0	0	50	0	3225798	1	1
GSG1L	592259	575	10	128844	36720	0	0	0	0	50	2	3180492	1	1
GSG2	NaN	NaN	NaN	297540	91098	0	0	0	0	50	6	6104754	1	1
GSK3A	790787	299	37	182952	58752	0	0	0	0	50	1	3865698	1	1
GSK3B	467052	421	19	168750	49302	0	0	0	0	10	1	489024	1	1
GSN	579825	326	42	306774	89964	0	0	0	0	50	1	2812752	1	1
GSPT1	564730	294	51	251694	67446	0	0	0	0	50	1	2525904	1	1
GSPT2	126151	NaN	16	237816	67878	0	0	0	0	50	5	3670272	1	1
GSR	488347	242	40	203148	59130	0	0	0	0	50	1	2478330	1	1
GSS	968413	236	40	183762	54864	0	0	0	0	50	1	3447954	1	1
GSTA1	539666	498	11	89694	22572	0	0	0	0	50	1	3273588	1	1
GSTA2	539666	498	11	89910	22356	0	0	0	0	50	1	3273588	1	1
GSTA3	604568	455	8	89532	22734	0	0	0	0	50	1	3215592	1	1
GSTA4	477320	400	17	89478	22788	0	0	0	0	50	6	3002832	1	1
GSTA5	572117	455	9	89964	22302	0	0	0	0	50	3	3209436	1	1
GSTCD	292053	357	8	248832	66420	0	0	0	0	50	0	3073194	1	1
GSTK1	379894	399	14	109944	31806	0	0	0	0	50	3	3472092	1	1
GSTM1	927739	201	22	90396	20898	0	0	0	0	50	0	2181276	1	1
GSTM2	927739	201	22	92232	21492	0	0	0	0	50	0	2181276	1	1
GSTM3	927739	201	22	92718	21654	0	0	0	0	50	0	2181276	1	1
GSTM4	958586	201	25	92610	22086	0	0	0	0	50	1	3144582	1	1
GSTM5	927739	201	22	89910	21384	0	0	0	0	50	0	2181276	1	1
GSTO1	293891	376	8	96984	24516	0	0	0	0	50	0	3111642	1	1
GSTO2	293891	376	8	96390	25434	0	0	0	0	50	0	3111642	1	1
GSTP1	1374022	393	53	82728	24192	0	0	0	0	50	2	3315600	1	1
GSTT1	748735	202	66	92394	27648	0	0	0	0	50	4	2458890	1	1
GSTT2	699286	202	63	188136	56160	0	0	0	0	50	2	2571912	1	1
GSTT2B	699286	202	63	94230	28080	0	0	0	0	50	2	2571912	1	1
GSTZ1	554839	418	37	86778	23868	0	0	0	0	50	1	3560922	1	1
GSX1	338630	610	36	97254	32832	0	0	0	0	50	0	3208086	1	1
GSX2	77093	472	20	112590	36612	0	0	0	0	50	2	2952774	1	1
GTDC1	60793	692	12	182304	46602	0	0	0	0	50	0	3287466	1	1
GTF2A1	206731	456	-16	150012	38394	0	0	0	0	50	1	2456514	1	1
GTF2A1L	NaN	NaN	NaN	192456	51516	0	0	1	0	30	2	2426868	1	1
GTF2A2	521844	172	33	44550	11502	0	0	0	0	50	0	3221370	1	1
GTF2B	284162	537	1	123444	34506	0	0	0	0	50	1	2943216	1	1
GTF2E1	307733	475	11	170478	45954	0	0	0	0	50	2	3179952	1	1
GTF2E2	489611	228	38	116478	29970	0	0	0	0	50	0	2580012	1	1
GTF2F1	943949	407	31	207414	52110	0	0	0	0	50	0	2743038	1	1
GTF2F2	613630	276	50	100386	25650	0	0	0	0	50	1	2838564	1	1
GTF2H1	601817	252	37	220536	55350	0	0	0	0	50	1	3522258	1	1
GTF2H2	370823	581	25	161946	40230	0	0	0	0	50	1	3858678	1	1
GTF2H2C	NaN	NaN	NaN	162054	40122	0	0	0	0	50	6	6053778	1	1
GTF2H2D	514523	312	23	162054	40122	0	0	0	0	50	1	3025404	1	1
GTF2H3	871640	315	40	127494	31104	0	0	0	0	50	0	3237408	1	1
GTF2H4	2223866	223	25	180522	52920	0	0	0	0	50	3	3514320	1	1
GTF2H5	617881	209	40	28998	7290	0	0	0	0	26	1	1610496	1	1
GTF2I	908884	151	45	404568	102978	0	0	0	0	50	2	3695220	1	1
GTF2IRD1	896611	194	52	375408	108000	0	0	0	0	50	2	2900556	1	1
GTF2IRD2	875900	173	54	373410	98010	0	0	0	0	50	3	3400164	1	1
GTF2IRD2B	774871	220	56	373194	98226	0	0	0	0	50	1	3289140	1	1
GTF3A	304169	414	59	150120	37314	0	0	0	0	50	2	3369060	1	1
GTF3C1	282478	597	25	819828	229284	0	0	0	0	50	2	4257522	1	1
GTF3C3	404194	370	14	351810	90612	0	0	0	0	50	1	3576042	1	1
GTF3C4	1570209	581	46	314280	88290	0	0	0	0	50	2	3561138	1	1
GTF3C5	1828532	402	50	206820	56430	0	0	0	0	50	1	2762154	1	1
GTF3C6	320358	372	33	87426	20142	0	0	0	0	50	1	3024918	1	1
GTPBP1	1291659	272	73	254772	77976	0	0	0	0	50	5	2551176	1	1
GTPBP10	138505	1085	-5	154656	40068	0	0	0	0	50	1	2824362	1	1
GTPBP2	1221714	194	46	228852	71658	0	0	0	0	50	2	3733938	1	1
GTPBP3	842088	211	43	192510	67500	0	0	0	0	50	0	3282444	1	1
GTPBP4	338115	407	30	254880	64422	0	0	0	0	50	2	3345570	1	1
GTPBP5	861466	288	-13	152550	49140	0	0	0	0	50	4	2918592	1	1
GTPBP8	279709	639	18	110484	31590	0	0	0	0	50	3	3668598	1	1
GTSE1	506667	205	35	278532	88236	0	0	0	0	50	0	2871774	1	1
GTSF1	642618	190	38	71226	15606	0	0	0	0	50	0	3221532	1	1
GTSF1L	395176	374	38	58050	14688	0	0	0	0	50	0	3446604	1	1
GUCA1A	524386	273	43	80028	20088	0	0	1	0	8	2	340362	1	1
GUCA1B	524386	273	43	79974	19656	0	0	0	0	50	2	3377646	1	1
GUCA1C	90728	971	-15	84348	19980	0	0	0	0	50	3	3491640	1	1
GUCA2A	418399	579	24	45144	12852	0	0	0	0	50	1	2821878	1	1
GUCA2B	418399	579	24	43200	13338	0	0	0	0	50	1	2821878	1	1
GUCY1A2	63799	885	-21	280692	80082	0	0	0	0	50	2	3062394	1	1
GUCY1B3	43576	643	-1	245052	64692	0	0	0	0	50	0	3218832	1	1
GUCY2C	339860	720	4	429408	109404	0	0	0	0	50	3	2712150	1	1
GUCY2D	1528802	272	26	410292	138564	0	0	0	0	50	0	2824200	1	1
GUCY2F	131317	NaN	29	431838	119286	0	0	1	0	50	2	3960414	1	1
GUF1	62787	1009	2	263682	72306	0	0	0	0	50	2	3058182	1	1
GUK1	702358	341	15	85698	25596	0	0	0	0	50	1	2615058	1	1
GULP1	98119	869	-12	124578	30132	0	0	0	0	50	7	4940136	1	1
GXYLT1	172471	684	-9	173340	45522	0	0	0	0	50	0	4498038	1	1
GXYLT2	144572	420	14	170424	49248	0	0	0	0	50	0	3001590	1	1
GYG1	356219	442	8	151254	33264	0	0	0	0	50	2	2763936	1	1
GYG2	197004	NaN	17	195534	54918	0	0	0	0	50	0	3574206	1	1
GYLTL1B	427820	291	48	273618	85698	0	0	0	0	50	0	3157164	1	1
GYPA	131210	1033	-8	60858	16416	0	0	0	0	50	0	3061422	1	1
GYPB	146672	990	-12	37314	10314	0	0	0	0	50	0	2956068	1	1
GYPC	176465	753	-3	50814	13824	0	0	0	0	26	0	1363284	1	1
GYPE	166879	959	-9	32076	8586	0	0	0	0	50	0	3271536	1	1
GYS1	1927185	211	43	287280	81108	0	0	0	0	50	1	3119040	1	1
GYS2	510830	830	-17	278316	73548	0	0	0	0	50	2	2362500	1	1
GZF1	188823	688	-22	275346	73278	0	0	0	0	50	1	4154490	1	1
GZMA	222027	430	1	102384	28674	0	0	0	0	50	2	3585060	1	1
GZMB	853527	610	-12	96444	27000	0	0	0	0	50	2	3730644	1	1
GZMH	897577	582	3	95472	27486	0	0	0	0	50	1	3362148	1	1
GZMK	221322	558	1	102492	29214	0	0	0	0	50	2	3157002	1	1
GZMM	1647685	255	-8	95742	32562	0	0	0	0	50	5	2846664	1	1
H1F0	1385064	203	66	72792	21978	0	0	0	0	50	3	2809728	1	1
H1FOO	779764	210	59	130464	41418	0	0	0	0	50	0	2899638	1	1
H1FX	948414	355	44	78570	25434	0	0	0	0	50	4	3775032	1	1
H2AFB1	NaN	NaN	NaN	124902	45198	0	0	0	0	50	6	6058854	1	1
H2AFB2	NaN	NaN	NaN	83268	30132	0	0	0	0	50	6	6043788	1	1
H2AFB3	494257	NaN	-7	124902	45198	0	0	0	0	50	2	3199446	1	1
H2AFJ	340728	578	-4	46764	16416	0	0	0	0	50	2	2388042	1	1
H2AFV	1200579	164	55	53190	15660	0	0	0	0	50	1	3733506	1	1
H2AFX	1390854	195	58	51192	19116	0	0	0	0	50	0	2608254	1	1
H2AFY	583238	414	41	156708	45144	0	0	0	0	50	0	4343328	1	1
H2AFY2	484729	425	25	144936	41526	0	0	0	0	50	1	3316896	1	1
H2AFZ	202808	682	36	49896	15390	0	0	0	0	50	2	3200904	1	1
H2BFM	NaN	NaN	NaN	59292	17658	0	0	1	0	4	1	215568	1	1
H2BFWT	439642	NaN	30	65826	21330	0	0	0	0	50	1	3072492	1	1
H3F3A	866965	237	23	52056	16470	0	0	0	0	50	0	2434914	1	1
H3F3B	1885370	198	27	52056	16470	0	0	0	0	50	0	3284280	1	1
H3F3C	271605	394	20	49842	16578	0	0	0	0	50	3	3068982	1	1
H6PD	954202	297	33	296946	90558	0	0	0	0	50	2	3308364	1	1
HAAO	344647	338	34	113454	32184	0	0	0	0	50	0	2998728	1	1
HABP2	189589	596	2	225612	54972	0	0	0	0	50	2	3169692	1	1
HABP4	354931	349	36	159354	46386	0	0	0	0	50	0	3244752	1	1
HACE1	108074	924	-9	363474	93690	0	0	0	0	50	3	3485376	1	1
HACL1	433102	235	32	230364	61398	0	0	0	0	50	1	2959308	1	1
HADH	230614	771	21	130680	35856	0	0	0	0	50	0	3438720	1	1
HADHA	641003	274	38	298944	84672	0	0	0	0	44	1	2958552	1	1
HADHB	642780	250	34	187758	52812	0	0	0	0	50	0	2691090	1	1
HAGH	1604603	288	36	119556	35802	0	0	0	0	50	2	3142476	1	1
HAGHL	1207790	194	33	134028	38988	0	0	0	0	50	2	3414258	1	1
HAL	366272	436	8	259038	73710	0	0	0	0	50	3	2991384	1	1
HAMP	767246	472	7	34020	9234	0	0	0	0	50	0	2484648	1	1
HAND1	581156	416	29	80676	24948	0	0	0	0	50	3	3062880	1	1
HAND2	251136	719	-10	82188	24408	0	0	1	0	3	1	176364	1	1
HAO1	67871	715	-23	143640	41526	0	0	0	0	50	1	3137076	1	1
HAO2	409405	720	3	136188	39420	0	0	0	0	50	4	2981988	1	1
HAP1	1617880	323	9	241920	70092	0	0	0	0	23	2	1444716	1	1
HAPLN2	2049505	180	37	127872	41094	0	0	0	0	50	3	2893536	1	1
HAPLN3	562979	560	7	136296	41742	0	0	0	0	50	3	3739446	1	1
HAPLN4	940952	232	17	147798	50976	0	0	0	0	50	0	3131568	1	1
HARBI1	914919	176	39	132462	38286	0	0	0	0	50	0	3325428	1	1
HARS	774470	356	31	198828	57132	0	0	0	0	50	0	3152952	1	1
HARS2	774470	356	31	198450	55728	0	0	0	0	50	0	3152952	1	1
HAS2	25994	485	-22	213084	57294	0	0	0	0	50	4	2744982	1	1
HAS3	1179391	201	24	220968	67716	0	0	0	0	50	1	3344706	1	1
HAT1	537965	177	33	170424	40500	0	0	0	0	50	0	3265920	1	1
HAUS1	396070	187	62	112536	28566	0	0	0	0	50	0	3353130	1	1
HAUS2	534369	269	40	94932	23652	0	0	0	0	50	3	2953746	1	1
HAUS3	836839	332	29	237492	57996	0	0	0	0	50	0	2912544	1	1
HAUS4	1240941	185	38	145206	37530	0	0	0	0	50	0	3327696	1	1
HAUS5	1162794	390	27	243432	76680	0	0	0	0	50	0	3128598	1	1
HAUS6	500417	324	-17	380106	94878	0	0	0	0	50	3	3409128	1	1
HAUS7	971101	NaN	7	146502	38664	0	0	0	0	50	1	2083698	1	1
HAVCR1	138350	1207	11	139428	43146	0	0	0	0	50	0	3190752	1	1
HAVCR2	166999	1198	18	117234	33426	0	0	0	0	50	1	2920590	1	1
HAX1	1653296	236	29	110268	29700	0	0	0	0	50	0	3483108	1	1
HBA1	1267639	220	36	53730	17388	0	0	0	0	50	2	2529846	1	1
HBA2	1267639	220	36	53730	17388	0	0	0	0	50	2	2529846	1	1
HBB	109545	1056	-1	56214	17334	0	0	1	0	5	1	119232	1	1
HBD	109545	1056	-1	56376	16848	0	0	0	0	50	1	2729754	1	1
HBE1	109545	1056	-1	57078	16146	0	0	0	0	50	1	2729754	1	1
HBEGF	683517	143	39	80136	24678	0	0	0	0	50	1	3089502	1	1
HBG1	109545	1056	-1	57294	16578	0	0	0	0	50	1	2729754	1	1
HBG2	109545	1056	-1	57348	16524	0	0	0	0	50	1	2729754	1	1
HBM	1267639	220	36	54162	16794	0	0	0	0	50	2	2529846	1	1
HBP1	249919	627	12	205578	51192	0	0	0	0	50	3	4133430	1	1
HBQ1	1267639	220	36	52866	18252	0	0	0	0	50	2	2529846	1	1
HBS1L	152992	353	26	456678	125550	0	0	0	0	50	3	3045816	1	1
HBXIP	403650	479	31	66582	20250	0	0	0	0	50	1	2901960	1	1
HBZ	1267639	220	36	53892	17226	0	0	0	0	50	2	2529846	1	1
HCCS	80480	NaN	30	107838	26784	0	0	0	0	50	2	3392550	1	1
HCFC1	2355024	NaN	25	749196	256500	0	0	0	0	50	0	4639356	1	1
HCFC1R1	1443513	234	49	53622	16848	0	0	0	0	50	0	2874960	1	1
HCFC2	1209623	156	26	308556	86076	0	0	0	0	50	1	3343734	1	1
HCK	1039298	386	21	210060	55134	0	0	0	0	50	0	3427326	1	1
HCLS1	289905	613	25	193536	51246	0	0	0	0	50	1	3918942	1	1
HCN2	1740226	218	1	331236	106164	0	0	0	0	39	4	2880846	1	1
HCN3	1574928	194	45	285552	95958	0	0	0	0	50	1	3154410	1	1
