Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome
MCU	1	1	0.060363109	10
MCUR1	1	1	0.173201592	6
MDC1	1	1	0.203721515	6
MDFI	1	1	0.038818501	6
MDGA1	1	1	0.010635978	6
MDGA2	1	1	0.188374092	14
MDH1	1	1	0.126009734	2
MDH1B	1	1	0.010057346	2
MDH2	1	1	0.039569461	7
MDK	1	1	0.135303201	11
MDM1	1	1	0.034263371	12
MDM2	1	1	0.13251077	12
MDM4	1	1	0.023497175	1
MDN1	1	1	0.167595434	6
MDP1	1	1	0.076160455	14
ME1	1	1	0.252715391	6
ME2	1	1	0.495364066	18
ME3	1	1	0.022434918	11
MEA1	1	1	0.161665407	6
MEAF6	1	1	0.101023678	1
MECOM	1	1	0.191652332	3
MECP2	1	1	0.031978433	X
MECR	1	1	0.039940201	1
MED10	1	1	0.07488843	5
MED11	1	1	0.240045012	17
MED12	1	1	0.133094043	X
MED12L	1	1	0.019502932	3
MED13	1	1	0.151216428	17
MED13L	1	1	0.196840575	12
MED14	1	1	0.008180531	X
MED15	1	1	0.066135017	22
MED16	1	1	0.448783177	19
MED18	1	1	0.10255509	1
MED19	1	1	0.289643531	11
MED20	1	1	0.036492861	6
MED21	1	1	0.231312188	12
MED22	1	1	0.031074947	9
MED24	1	1	0.088349571	17
MED25	1	1	0.423133605	19
MED26	1	1	0.107815747	19
MED27	1	1	0.447905905	9
MED28	1	1	0.080772872	4
MED29	1	1	0.019890119	19
MED30	1	1	0.015780485	8
MED31	1	1	0.218166218	17
MED4	1	1	0.043834451	13
MED7	1	1	0.159309364	5
MED8	1	1	0.252810531	1
MED9	1	1	0.482095364	17
MEF2A	1	1	0.097451144	15
MEF2BNB-MEF2B	1	1	0.029322015	19
MEF2C	1	1	0.487030327	5
MEF2D	1	1	0.016465239	1
MEFV	1	1	0.352151694	16
MEGF10	1	1	0.073266373	5
MEGF11	1	1	0.059417977	15
MEGF6	1	1	0.153502111	1
MEGF8	1	1	0.113856631	19
MEGF9	1	1	0.046592887	9
MEI1	1	1	0.298598907	22
MEIG1	1	1	0.432929849	10
MEIOB	1	1	0.071706035	16
MEIS1	1	1	0.289552023	2
MEIS2	1	1	0.354133027	15
MEIS3	1	1	0.080634716	19
MELK	1	1	0.251933972	9
MEMO1	1	1	0.492832822	2
MEOX1	1	1	0.070293039	17
MEOX2	1	1	0.00595706	7
MEP1B	1	1	0.113576653	18
MEPCE	1	1	0.22015695	7
MEPE	1	1	0.046752443	4
MERTK	1	1	0.313368032	2
MESDC1	1	1	0.088256613	15
MESP1	1	1	0.091628208	15
MESP2	1	1	0.030232381	15
MEST	1	1	0.06191115	7
MET	1	1	0.13863096	7
METAP1	1	1	0.242209681	4
METAP1D	1	1	0.014293397	2
METAP2	1	1	0.152258897	12
METRN	1	1	0.143053581	16
METTL10	1	1	0.12452342	10
METTL11B	1	1	0.147986683	1
METTL13	1	1	0.007148502	1
METTL14	1	1	0.313062838	4
METTL15	1	1	0.128449888	11
METTL16	1	1	0.123132227	17
METTL17	1	1	0.045084144	14
METTL18	1	1	0.020497541	1
METTL20	1	1	0.131803126	12
METTL21A	1	1	0.019458549	2
METTL21B	1	1	0.029744363	12
METTL21C	1	1	0.152889058	13
METTL21D	1	1	0.062051582	14
METTL22	1	1	0.272214072	16
METTL25	1	1	0.030082041	12
METTL2A	1	1	0.087286797	17
METTL2B	1	1	0.078492844	7
METTL3	1	1	0.20160219	14
METTL4	1	1	0.081807743	18
METTL5	1	1	0.124590342	2
METTL6	1	1	0.539920984	3
METTL7A	1	1	0.023903013	12
METTL7B	1	1	0.059499586	12
METTL8	1	1	0.283595376	2
METTL9	1	1	0.051954868	16
MEX3B	1	1	0.04551947	15
MEX3C	1	1	0.093118412	18
MEX3D	1	1	0.249259368	19
MFAP2	1	1	0.229175024	1
MFAP3	1	1	0.184128443	5
MFAP3L	1	1	0.254166798	4
MFAP4	1	1	0.415132734	17
MFAP5	1	1	0.123377597	12
MFF	1	1	0.015044737	2
MFGE8	1	1	0.054780023	15
MFHAS1	1	1	0.092811955	8
MFI2	1	1	0.03858778	3
MFN1	1	1	0.012318496	3
MFN2	1	1	0.585471462	1
MFNG	1	1	0.275631124	22
MFSD1	1	1	0.006310676	3
MFSD10	1	1	0.126402747	4
MFSD11	1	1	0.144631192	17
MFSD2A	1	1	0.061512158	1
MFSD2B	1	1	0.04997078	2
MFSD3	1	1	0.014671032	8
MFSD4	1	1	0.07901643	1
MFSD6	1	1	0.127175257	2
MFSD6L	1	1	0.041619866	17
MFSD7	1	1	0.314647348	4
MFSD9	1	1	0.202862238	2
MGAM	1	1	0.055885277	7
MGARP	1	1	0.298406238	4
MGAT1	1	1	0.014045434	5
MGAT3	1	1	0.029673965	22
MGAT4A	1	1	0.429914618	2
MGAT4B	1	1	0.108620076	5
MGAT5B	1	1	0.110362348	17
MGLL	1	1	0.168303648	3
MGME1	1	1	0.037044025	20
MGMT	1	1	0.416619785	10
MGP	1	1	0.258835575	12
MGRN1	1	1	0.141396652	16
MGST1	1	1	0.030424203	12
MGST2	1	1	0.292719446	4
MIA	1	1	0.296924635	19
MIA2	1	1	0.094747416	14
MIA3	1	1	0.003314188	1
MIB2	1	1	0.028565107	1
MICA	1	1	0.1945319	6
MICAL2	1	1	0.132421596	11
MICAL3	1	1	0.318765595	22
MICALCL	1	1	0.037686269	11
MICALL1	1	1	0.154469778	22
MICALL2	1	1	0.008760766	7
MICB	1	1	0.022126554	6
MICU1	1	1	0.348196392	10
MICU2	1	1	0.283733005	13
MID1	1	1	0.17171615	X
MID1IP1	1	1	0.37300311	X
MID2	1	1	0.190135467	X
MIDN	1	1	0.092176284	19
MIEN1	1	1	0.135006723	17
MIER1	1	1	0.264242428	1
MIER2	1	1	0.335996326	19
MIER3	1	1	0.591991992	5
MIF	1	1	0.163033173	22
MIF4GD	1	1	0.683601278	17
MIIP	1	1	0.207165873	1
MINA	1	1	0.064590448	3
MINK1	1	1	0.089948413	17
MINOS1	1	1	0.17123814	1
MINPP1	1	1	0.413483766	10
MIOS	1	1	0.152623165	7
MIP	1	1	0.071450804	12
MIPEP	1	1	0.143586715	13
MIPOL1	1	1	0.417315424	14
MIR205HG	1	1	0.245589804	1
MIS12	1	1	0.061686709	17
MIS18A	1	1	0.084376649	21
MISP	1	1	0.027040017	19
MITD1	1	1	0.104775998	2
MITF	1	1	0.36910706	3
MIXL1	1	1	0.100119006	1
MKI67IP	1	1	0.484090974	2
MKKS	1	1	0.015339523	20
MKNK1	1	1	0.082155487	1
MKNK2	1	1	0.594568762	19
MKRN2	1	1	0.223261049	3
MKRN3	1	1	0.077240277	15
MKS1	1	1	0.028850644	17
MKX	1	1	0.060841582	10
MLANA	1	1	0.018193441	9
MLC1	1	1	0.052647668	22
MLEC	1	1	0.041027009	12
MLF1IP	1	1	0.377238954	4
MLF2	1	1	0.023693928	12
MLIP	1	1	0.111673482	6
MLKL	1	1	0.294195728	16
MLLT1	1	1	0.173298659	19
MLLT3	1	1	0.051814798	9
MLLT6	1	1	0.094480431	17
MLN	1	1	0.048153737	6
MLNR	1	1	0.1276569	13
MLPH	1	1	0.08733854	2
MLST8	1	1	0.122308345	16
MLX	1	1	0.158558903	17
MLXIP	1	1	0.323304092	12
MLXIPL	1	1	0.04113641	7
MLYCD	1	1	0.137325529	16
MMAB	1	1	0.337839613	12
MMACHC	1	1	0.110609502	1
MMADHC	1	1	0.516343217	2
MMD	1	1	0.023272548	17
MMD2	1	1	0.030265267	7
MME	1	1	0.037097132	3
MMEL1	1	1	0.442895761	1
MMGT1	1	1	0.305406182	X
MMP1	1	1	0.011093904	11
MMP11	1	1	0.176901066	22
MMP12	1	1	0.21537448	11
MMP13	1	1	0.018753032	11
MMP14	1	1	0.074025671	14
MMP15	1	1	0.172441313	16
MMP16	1	1	0.048849681	8
MMP17	1	1	0.046704611	12
MMP19	1	1	0.077934403	12
MMP2	1	1	0.15931966	16
MMP20	1	1	0.007055119	11
MMP21	1	1	0.086165982	10
MMP24	1	1	0.03917952	20
MMP25	1	1	0.163538161	16
MMP26	1	1	0.033224058	11
MMP27	1	1	0.013766375	11
MMP28	1	1	0.081790254	17
MMP3	1	1	0.013086291	11
MMP7	1	1	0.042395518	11
MMP8	1	1	0.040354287	11
MMP9	1	1	0.004911357	20
MMRN1	1	1	0.186645066	4
MMRN2	1	1	0.106433282	10
MMS19	1	1	0.323883116	10
MMS22L	1	1	0.374137288	6
MN1	1	1	0.243722218	22
MNAT1	1	1	0.339626689	14
MND1	1	1	0.408639024	4
MNDA	1	1	0.014144186	1
MNF1	1	1	0.069393615	6
MNS1	1	1	0.510550577	15
MNX1	1	1	0.066008587	7
MOB1A	1	1	0.245910285	2
MOB1B	1	1	0.403820363	4
MOB2	1	1	0.585417488	11
MOB3A	1	1	0.491562208	19
MOB3B	1	1	0.078322495	9
MOB3C	1	1	0.211846004	1
MOB4	1	1	0.063802085	2
MOBP	1	1	0.077162675	3
MOCOS	1	1	0.043309923	18
MOCS1	1	1	0.008873895	6
MOCS2	1	1	0.146803817	5
MOCS3	1	1	0.008035626	20
MOGAT1	1	1	0.213899043	2
MOGAT2	1	1	0.09570509	11
MOGAT3	1	1	0.043094794	7
MOGS	1	1	0.082284273	2
MON1A	1	1	0.259395323	3
MON1B	1	1	0.051253379	16
MON2	1	1	0.306009569	12
MORC1	1	1	0.070739776	3
MORC2	1	1	0.315531657	22
MORC3	1	1	0.04005538	21
MORF4	1	1	0.348036879	4
MORF4L1	1	1	0.117156854	15
MORF4L2	1	1	0.075098576	X
MORN1	1	1	0.096641445	1
MORN2	1	1	0.455265519	2
MORN3	1	1	0.182231707	12
MORN4	1	1	0.538177592	10
MORN5	1	1	0.070705933	9
MOS	1	1	0.043476352	8
MOSPD2	1	1	0.045083337	X
MOSPD3	1	1	0.010126117	7
MOV10	1	1	0.159210451	1
MOV10L1	1	1	0.119970855	22
MOXD1	1	1	0.015043704	6
MPC1	1	1	0.298775411	6
MPC2	1	1	0.151194366	1
MPDU1	1	1	0.058015521	17
MPDZ	1	1	0.077463933	9
MPEG1	1	1	0.074757581	11
MPG	1	1	0.051206966	16
MPHOSPH10	1	1	0.295356694	2
MPHOSPH6	1	1	0.274625722	16
MPHOSPH8	1	1	0.169542901	13
MPHOSPH9	1	1	0.095172899	12
MPI	1	1	0.199678317	15
MPL	1	1	0.162190042	1
MPLKIP	1	1	0.083681742	7
MPND	1	1	0.01020785	19
MPO	1	1	0.010637088	17
MPP1	1	1	0.005540794	X
MPP2	1	1	0.108722641	17
MPP3	1	1	0.038544216	17
MPP4	1	1	0.173361036	2
MPP5	1	1	0.091085624	14
MPP6	1	1	0.104955038	7
MPP7	1	1	0.109956048	10
MPPE1	1	1	0.313624411	18
MPPED1	1	1	0.056067498	22
MPPED2	1	1	0.293922735	11
MPRIP	1	1	0.097224327	17
MPST	1	1	0.396702749	22
MPV17	1	1	0.098245971	2
MPV17L	1	1	0.257520742	16
MPZL1	1	1	0.106644883	1
MPZL2	1	1	0.123226705	11
MPZL3	1	1	0.18211475	11
MR1	1	1	0.051087014	1
MRAP	1	1	0.376891291	21
MRAP2	1	1	0.425364896	6
MRAS	1	1	0.020019745	3
MRC1	1	1	0.192291385	10
MRC2	1	1	0.02183446	17
MRE11A	1	1	0.088031166	11
MREG	1	1	0.046341509	2
MRFAP1	1	1	0.400906626	4
MRFAP1L1	1	1	0.167758415	4
MRGBP	1	1	0.01661486	20
MRGPRD	1	1	0.02048458	11
MRGPRE	1	1	0.033778332	11
MRGPRG	1	1	0.248961953	11
MRGPRX1	1	1	0.144294224	11
MRGPRX2	1	1	0.097392168	11
MRGPRX3	1	1	0.088096824	11
MRGPRX4	1	1	0.012009554	11
MRM1	1	1	0.080684681	17
MRO	1	1	0.070666083	18
MROH1	1	1	0.086559944	8
MROH2A	1	1	0.256229138	2
MROH2B	1	1	0.093540609	5
MROH5	1	1	0.032755996	8
MROH6	1	1	0.010271656	8
MROH7	1	1	0.019281405	1
MROH8	1	1	0.149079445	20
MROH9	1	1	0.02807547	1
MRP63	1	1	0.260177838	13
MRPL1	1	1	0.447870318	4
MRPL10	1	1	0.013630842	17
MRPL11	1	1	0.063169393	11
MRPL12	1	1	0.061366598	17
MRPL13	1	1	0.101167145	8
MRPL14	1	1	0.027686804	6
MRPL15	1	1	0.107287598	8
MRPL16	1	1	0.128380068	11
MRPL17	1	1	0.220427445	11
MRPL18	1	1	0.396069142	6
MRPL19	1	1	0.150652908	2
MRPL2	1	1	0.100955374	6
MRPL20	1	1	0.056559512	1
MRPL21	1	1	0.047229169	11
MRPL22	1	1	0.197967432	5
MRPL23	1	1	0.217959666	11
MRPL27	1	1	0.075897643	17
MRPL28	1	1	0.329619837	16
MRPL3	1	1	0.075218217	3
MRPL30	1	1	0.34154005	2
MRPL32	1	1	0.074853568	7
MRPL33	1	1	0.169569201	2
MRPL34	1	1	0.115279969	19
MRPL35	1	1	0.016783181	2
MRPL36	1	1	0.029367042	5
MRPL37	1	1	0.068459207	1
MRPL38	1	1	0.252528529	17
MRPL39	1	1	0.092123985	21
MRPL4	1	1	0.048071886	19
MRPL40	1	1	0.115566991	22
MRPL41	1	1	0.112195941	9
MRPL42	1	1	0.302669111	12
MRPL43	1	1	0.577252923	10
MRPL44	1	1	0.096406777	2
MRPL45	1	1	0.04550219	17
MRPL46	1	1	0.264633959	15
MRPL47	1	1	0.011367818	3
MRPL48	1	1	0.065316899	11
MRPL49	1	1	0.036357179	11
MRPL50	1	1	0.197086355	9
MRPL52	1	1	0.292377408	14
MRPL53	1	1	0.0582691	2
MRPL54	1	1	0.043724963	19
MRPL55	1	1	0.155960558	1
MRPL9	1	1	0.365625513	1
MRPS10	1	1	0.080129105	6
MRPS11	1	1	0.100324925	15
MRPS12	1	1	0.042737512	19
MRPS14	1	1	0.035784071	1
MRPS15	1	1	0.592427013	1
MRPS16	1	1	0.124911919	10
MRPS17	1	1	0.132407289	7
MRPS18A	1	1	0.123428473	6
MRPS18B	1	1	0.146865691	6
MRPS18C	1	1	0.330942426	4
MRPS2	1	1	0.081804582	9
MRPS21	1	1	0.05620606	1
MRPS22	1	1	0.016890744	3
MRPS23	1	1	0.037796845	17
MRPS24	1	1	0.504767303	7
MRPS25	1	1	0.407992428	3
MRPS26	1	1	0.239736122	20
MRPS27	1	1	0.701955011	5
MRPS28	1	1	0.100419079	8
MRPS30	1	1	0.337038437	5
MRPS33	1	1	0.047274068	7
MRPS34	1	1	0.441445543	16
MRPS35	1	1	0.044225041	12
MRPS36	1	1	0.269324815	5
MRPS5	1	1	0.334394446	2
MRPS6	1	1	0.073712264	21
MRPS7	1	1	0.085907854	17
MRPS9	1	1	0.065432818	2
MRRF	1	1	0.123867158	9
MRS2	1	1	0.294078685	6
MRTO4	1	1	0.045568131	1
MRVI1	1	1	0.117033357	11
MS4A1	1	1	0.713277958	11
MS4A10	1	1	0.26975791	11
MS4A12	1	1	0.015627131	11
MS4A13	1	1	0.604203016	11
MS4A14	1	1	0.125590454	11
MS4A15	1	1	0.112890513	11
MS4A2	1	1	0.217160593	11
MS4A3	1	1	0.018501914	11
MS4A4A	1	1	0.011137611	11
MS4A5	1	1	0.082525509	11
MS4A6A	1	1	0.021495052	11
MS4A6E	1	1	0.265175368	11
MS4A7	1	1	0.04329526	11
MS4A8	1	1	0.060255325	11
MSANTD1	1	1	0.089078685	4
MSANTD2	1	1	0.072974598	11
MSANTD4	1	1	0.199255906	11
MSC	1	1	0.002963021	8
MSGN1	1	1	0.015671434	2
MSH4	1	1	0.140295485	1
MSH5	1	1	0.018846305	6
MSH5-SAPCD1	1	1	0.128289861	6
MSH6	1	1	0.529699636	2
MSI1	1	1	0.287188688	12
MSI2	1	1	0.035276747	17
MSL1	1	1	0.051327055	17
MSL2	1	1	0.340030019	3
MSLN	1	1	0.014599925	16
MSMB	1	1	0.577039629	10
MSMO1	1	1	0.480056705	4
MSMP	1	1	0.385641114	9
MSN	1	1	0.16346508	X
MSR1	1	1	0.179396766	8
MSRA	1	1	0.195865302	8
MSRB1	1	1	0.209565663	16
MSRB2	1	1	0.05282686	10
MSRB3	1	1	0.012277262	12
MSS51	1	1	0.053690417	10
MST1	1	1	0.113861038	3
MST1L	1	1	0.353874229	1
MST1R	1	1	0.060077947	3
MST4	1	1	0.260867651	X
MSTN	1	1	0.014755033	2
MSTO1	1	1	0.046531674	1
MT-CO2	1	1	0.29593594	25
MT1A	1	1	0.240115791	16
MT1B	1	1	0.279591958	16
MT1E	1	1	0.285321499	16
MT1F	1	1	0.329443981	16
MT1G	1	1	0.020468256	16
MT1H	1	1	0.129922809	16
MT1M	1	1	0.170547817	16
MT1X	1	1	0.283591763	16
MT2A	1	1	0.243822142	16
MT3	1	1	0.27312054	16
MT4	1	1	0.27312054	16
MTA1	1	1	0.286557967	14
MTA2	1	1	0.313469451	11
MTA3	1	1	0.143456698	2
MTAP	1	1	0.162885649	9
MTBP	1	1	0.15318475	8
MTCH1	1	1	0.113473136	6
MTCH2	1	1	0.497064533	11
MTCP1	1	1	0.057130844	X
MTDH	1	1	0.019955719	8
MTERF	1	1	0.038103587	7
MTERFD1	1	1	0.100272883	8
MTERFD2	1	1	0.127013513	2
MTERFD3	1	1	0.072539092	12
MTF1	1	1	0.067277362	1
MTF2	1	1	0.179160058	1
MTFMT	1	1	0.167655739	15
MTFP1	1	1	0.425076593	22
MTFR1	1	1	0.030350262	8
MTFR2	1	1	0.045691	6
MTG1	1	1	0.072558821	10
MTHFD1	1	1	0.167104256	14
MTHFD2	1	1	0.047346497	2
MTHFD2L	1	1	0.275196032	4
MTHFR	1	1	0.21700299	1
MTHFS	1	1	0.112849992	15
MTHFSD	1	1	0.487006538	16
MTIF2	1	1	0.172042536	2
MTIF3	1	1	0.054378948	13
MTM1	1	1	0.0478384	X
MTMR10	1	1	0.358139192	15
MTMR11	1	1	0.07462806	1
MTMR12	1	1	0.165605405	5
MTMR14	1	1	0.108044042	3
MTMR2	1	1	0.046062093	11
MTMR3	1	1	0.235428167	22
MTMR4	1	1	0.117710928	17
MTMR6	1	1	0.020866562	13
MTMR7	1	1	0.311294439	8
MTMR8	1	1	0.221162227	X
MTMR9	1	1	0.10597986	8
MTNR1A	1	1	0.014193532	4
MTNR1B	1	1	0.02704289	11
MTOR	1	1	0.033414198	1
MTPAP	1	1	0.235916214	10
MTPN	1	1	0.103019588	7
MTR	1	1	0.068781365	1
MTRF1	1	1	0.178968023	13
MTRF1L	1	1	0.068091372	6
MTRR	1	1	0.116430164	5
MTSS1	1	1	0.050789009	8
MTSS1L	1	1	0.26947562	16
MTTP	1	1	0.119667551	4
MTUS1	1	1	0.355074974	8
MTUS2	1	1	0.01055345	13
MTX2	1	1	0.191941911	2
MTX3	1	1	0.028818922	5
MUC1	1	1	0.019062836	1
MUC12	1	1	0.049272474	7
MUC13	1	1	0.108412417	3
MUC15	1	1	0.010135808	11
MUC16	1	1	0.027957873	19
MUC17	1	1	0.011418171	7
MUC2	1	1	0.029802201	11
MUC21	1	1	0.002582401	6
MUC3A	1	1	0.113596739	7
MUC4	1	1	0.000794658	3
MUC5AC	1	1	0.154211112	11
MUC5B	1	1	0.034959066	11
MUC7	1	1	0.033671182	4
MUCL1	1	1	0.132353938	12
MUL1	1	1	0.147088811	1
MUM1	1	1	0.546433376	19
MUM1L1	1	1	0.181107916	X
MURC	1	1	0.358323545	9
MUS81	1	1	0.130304767	11
MUSK	1	1	0.157160614	9
MUSTN1	1	1	0.272767003	3
MUTYH	1	1	0.049641576	1
MVB12A	1	1	0.057044184	19
MVD	1	1	0.086637435	16
MVP	1	1	0.049699955	16
MX1	1	1	0.007969411	21
MX2	1	1	0.31732957	21
MXD1	1	1	0.513678023	2
MXD3	1	1	0.217327535	5
MXD4	1	1	0.166183858	4
MXRA5	1	1	0.033989958	X
MXRA7	1	1	0.068511385	17
MYADM	1	1	0.094928213	19
MYBBP1A	1	1	0.039388313	17
MYBL2	1	1	0.024251206	20
MYBPC1	1	1	0.039242717	12
MYBPC2	1	1	0.071571799	19
MYBPC3	1	1	0.156445704	11
MYBPH	1	1	0.07415452	1
MYBPHL	1	1	0.32904001	1
MYC	1	1	0.001118097	8
MYCBP	1	1	0.355065306	1
MYCBP2	1	1	0.326077282	13
MYCBPAP	1	1	0.058103224	17
MYCL1	1	1	0.258508263	1
MYCT1	1	1	0.206401837	6
MYD88	1	1	0.043950049	3
MYEOV	1	1	0.028493457	11
MYEOV2	1	1	0.078834873	2
MYF5	1	1	0.093671936	12
MYF6	1	1	0.02799218	12
MYH1	1	1	0.035206401	17
MYH10	1	1	0.017828312	17
MYH11	1	1	0.172327624	16
MYH13	1	1	0.041101073	17
MYH14	1	1	0.339348705	19
MYH15	1	1	0.064022477	3
MYH2	1	1	0.107745582	17
MYH3	1	1	0.060882117	17
MYH4	1	1	0.051854093	17
MYH6	1	1	0.041546874	14
MYH7	1	1	0.024879024	14
MYH7B	1	1	0.183366116	20
MYH8	1	1	0.090625236	17
MYH9	1	1	0.312804983	22
MYL1	1	1	0.0854051	2
MYL10	1	1	0.259602664	7
MYL12A	1	1	0.148838779	18
MYL12B	1	1	0.068205747	18
MYL2	1	1	0.231957736	12
MYL3	1	1	0.596006743	3
MYL4	1	1	0.035897195	17
MYL5	1	1	0.1284813	4
MYL6	1	1	0.233758397	12
MYL6B	1	1	0.039233734	12
MYL7	1	1	0.044302014	7
MYL9	1	1	0.134465739	20
MYLIP	1	1	0.068428407	6
MYLK	1	1	0.040032006	3
MYLK2	1	1	0.036053127	20
MYLK3	1	1	0.011017026	16
MYLK4	1	1	0.018383031	6
MYLPF	1	1	0.034201101	16
MYNN	1	1	0.009345397	3
MYO10	1	1	0.028207533	5
MYO15A	1	1	0.172371353	17
MYO16	1	1	0.036385551	13
MYO18A	1	1	0.011143431	17
MYO18B	1	1	0.030782888	22
MYO19	1	1	0.0210427	17
MYO1C	1	1	0.103020877	17
MYO1D	1	1	0.304445351	17
MYO1E	1	1	0.364640875	15
MYO1F	1	1	0.041600834	19
MYO1G	1	1	0.162184753	7
MYO1H	1	1	0.183448808	12
MYO3A	1	1	0.282752256	10
MYO3B	1	1	0.039536561	2
MYO5A	1	1	0.336022306	15
MYO5B	1	1	0.041899653	18
MYO5C	1	1	0.332467574	15
MYO7A	1	1	0.01814932	11
MYO7B	1	1	0.160458537	2
MYO9A	1	1	0.105323674	15
MYO9B	1	1	0.022670078	19
MYOC	1	1	0.010410509	1
MYOCD	1	1	0.077579731	17
MYOD1	1	1	0.15744489	11
MYOF	1	1	0.540325857	10
MYOG	1	1	0.008298715	1
MYOM1	1	1	0.00688556	18
MYOM2	1	1	0.198378897	8
MYOM3	1	1	0.226606362	1
MYOT	1	1	0.23863791	5
MYOZ1	1	1	0.264878644	10
MYOZ2	1	1	0.317842769	4
MYOZ3	1	1	0.050844025	5
MYPN	1	1	0.136632487	10
MYPOP	1	1	0.205146112	19
MYRF	1	1	0.25758299	11
MYRIP	1	1	0.072986791	3
MYSM1	1	1	0.028081856	1
MYT1	1	1	0.017023125	20
MYT1L	1	1	0.133966942	2
MZB1	1	1	0.297275852	5
MZF1	1	1	0.050502689	19
MZT2A	1	1	0.407966025	2
MZT2B	1	1	0.213412004	2
N4BP1	1	1	0.07520693	16
N4BP2	1	1	0.110915433	4
N4BP2L1	1	1	0.283376914	13
N4BP2L2	1	1	0.268762708	13
N4BP3	1	1	0.131798446	5
N6AMT1	1	1	0.056891465	21
N6AMT2	1	1	0.226841446	13
NAA10	1	1	0.01649607	X
NAA11	1	1	0.040077265	4
NAA20	1	1	0.064429545	20
NAA35	1	1	0.433359835	9
NAA38	1	1	0.120625416	7
NAA40	1	1	0.295268998	11
NAA50	1	1	0.05955426	3
NAA60	1	1	0.064467364	16
NAAA	1	1	0.038414439	4
NAALAD2	1	1	0.324525862	11
NAALADL1	1	1	0.015527498	11
NAALADL2	1	1	0.032871631	3
NAB1	1	1	0.096858671	2
NAB2	1	1	0.163957841	12
NABP1	1	1	0.048711103	2
NABP2	1	1	0.430309535	12
NACA	1	1	0.184271134	12
NACAD	1	1	0.037010491	7
NACC1	1	1	0.102843941	19
NACC2	1	1	0.134598641	9
NADK	1	1	0.165700202	1
NADK2	1	1	0.043473824	5
NAE1	1	1	0.449217066	16
NAF1	1	1	0.249730766	4
NAGA	1	1	0.133123615	22
NAGK	1	1	0.088901692	2
NAGPA	1	1	0.023074953	16
NAGS	1	1	0.06483127	17
NAIF1	1	1	0.342641922	9
NAIP	1	1	0.352955555	5
NALCN	1	1	0.062134113	13
NANOG	1	1	0.056488464	12
NANOS2	1	1	0.084562071	19
NANOS3	1	1	0.014407111	19
NANP	1	1	0.020252872	20
NANS	1	1	0.400167249	9
NAP1L1	1	1	0.149705844	12
NAP1L2	1	1	0.215367201	X
NAP1L3	1	1	0.104377399	X
NAP1L4	1	1	0.263235066	11
NAP1L5	1	1	0.08047786	4
NAPA	1	1	0.435154199	19
NAPB	1	1	0.122679654	20
NAPG	1	1	0.126753343	18
NAPRT1	1	1	0.006365853	8
NAPSA	1	1	0.122177118	19
NARF	1	1	0.182998078	17
NARFL	1	1	0.058857316	16
NARG2	1	1	0.249440431	15
NARS	1	1	0.189419594	18
NARS2	1	1	0.026614795	11
NASP	1	1	0.167875089	1
NAT1	1	1	0.242623321	8
NAT10	1	1	0.280718317	11
NAT14	1	1	0.13192466	19
NAT16	1	1	0.016216376	7
NAT2	1	1	0.041004815	8
NAT6	1	1	0.246429754	3
NAT8	1	1	0.17297752	2
NAT8B	1	1	0.170021584	2
NAT9	1	1	0.116975787	17
NAV1	1	1	0.089778243	1
NAV2	1	1	0.056090874	11
NAV3	1	1	0.112277547	12
NBAS	1	1	0.103989221	2
NBEAL1	1	1	0.431027201	2
NBEAL2	1	1	0.146910045	3
NBL1	1	1	0.295404185	1
NBN	1	1	0.021997263	8
NBPF1	1	1	0.214910068	1
NBPF10	1	1	0.003760414	1
NBPF12	1	1	0.252842089	1
NBPF15	1	1	0.074234925	1
NBPF16	1	1	0.093313363	1
NBPF20	1	1	0.196857483	1
NBPF3	1	1	0.030443148	1
NBPF4	1	1	0.244547938	1
NBPF7	1	1	0.188148188	1
NBPF9	1	1	0.017932099	1
NBR1	1	1	0.237374404	17
NCALD	1	1	0.011336394	8
NCAM1	1	1	0.023945314	11
NCAM2	1	1	0.109191006	21
NCAN	1	1	0.010709924	19
NCAPD2	1	1	0.015310468	12
NCAPD3	1	1	0.390012969	11
NCAPG2	1	1	0.179155446	7
NCAPH	1	1	0.226449849	2
NCBP1	1	1	0.198397993	9
NCBP2	1	1	0.037270786	3
NCCRP1	1	1	0.068231934	19
NCDN	1	1	0.148095362	1
NCEH1	1	1	0.056968683	3
NCF1	1	1	0.128001599	7
NCF2	1	1	0.047109517	1
NCF4	1	1	0.33607961	22
NCK1	1	1	0.127921991	3
NCK2	1	1	0.107147597	2
NCKAP1	1	1	0.288850286	2
NCKAP1L	1	1	0.027633726	12
NCKAP5	1	1	0.230296599	2
NCKAP5L	1	1	0.034027568	12
NCKIPSD	1	1	0.605215961	3
NCL	1	1	0.019261092	2
NCLN	1	1	0.240789546	19
NCMAP	1	1	0.23789716	1
NCOA1	1	1	0.014191297	2
NCOA3	1	1	0.083359362	20
NCOA4	1	1	0.036238943	10
NCOA5	1	1	0.036098942	20
NCOA6	1	1	0.026700729	20
NCOA7	1	1	0.013957266	6
NCR1	1	1	0.025142495	19
NCR2	1	1	0.067380222	6
NCR3	1	1	0.161453884	6
NCS1	1	1	0.27647063	9
NCSTN	1	1	0.023756011	1
NDC80	1	1	0.283280029	18
NDE1	1	1	0.022112112	16
NDEL1	1	1	0.200402244	17
NDFIP1	1	1	0.043164003	5
